HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b8q2,b8q3,b8q4,b8q5,NSC,MLT
739181021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,1,02,1,09,2,1,750000,3,2,65700
739181021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,1,02,1,09,3,1,30000,3,2,65700
739181021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,1,02,1,09,8,2,780000,,2,65700
739183011,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,01,1,09,2,1,250000,3,2,320288
739183011,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,01,1,09,8,1,250000,,2,320288
739183021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,02,1,09,2,1,425000,3,2,320288
739183021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,02,1,09,3,1,35000,3,2,320288
739183021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,02,1,09,8,2,460000,,2,320288
739183031,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,03,1,09,2,1,300000,3,2,320288
739183031,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,03,1,09,8,1,300000,,2,320288
739183041,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,04,1,09,2,2,1000000,3,2,320288
739183041,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,04,1,09,3,2,70000,3,2,320288
739183041,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,3,04,1,09,8,4,1070000,,2,320288
739186021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,02,1,09,3,1,25000,3,2,164250
739186021,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,02,1,09,8,1,25000,,2,164250
739186031,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,03,1,09,5,1,500,3,2,164250
739186031,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,03,1,09,8,1,500,,2,164250
739186041,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,04,1,09,5,1,400,3,2,164250
739186041,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,04,1,09,8,1,400,,2,164250
739186051,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,05,1,09,3,1,30000,3,2,164250
739186051,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,05,1,09,8,1,30000,,2,164250
739186061,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,06,1,09,2,1,450000,3,2,164250
739186061,771,73918,77,182,1,2,031,03,0303,03,03,01,2,0310,6,06,1,09,8,1,450000,,2,164250
739031011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,01,1,09,2,1,230000,3,2,36267
739031011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,01,1,09,3,2,75000,3,2,36267
739031011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,01,1,09,8,3,305000,,2,36267
739031021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,02,1,09,3,1,32000,3,2,36267
739031021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,02,1,09,5,1,1100,3,2,36267
739031021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,02,1,09,8,2,33100,,2,36267
739031031,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,03,1,09,2,1,280000,3,2,36267
739031031,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,03,1,09,3,4,115000,3,2,36267
739031031,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,1,03,1,09,8,5,395000,,2,36267
739033021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,3,02,1,09,3,1,42000,3,2,149600
739033021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,3,02,1,09,5,1,1000,3,2,149600
739033021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,3,02,1,09,8,2,43000,,2,149600
739034011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,4,01,1,09,3,1,8000,3,2,74800
739034011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,4,01,1,09,8,1,8000,,2,74800
739034021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,4,02,1,09,2,1,150000,3,2,74800
739034021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,4,02,1,09,3,1,16000,3,2,74800
739034021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,4,02,1,09,8,2,166000,,2,74800
739035011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,5,01,1,09,4,1,900,3,2,34000
739035011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,5,01,1,09,8,1,900,,2,34000
739036011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,6,01,1,09,3,1,15000,3,2,904400
739036011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,6,01,1,09,5,1,1000,3,2,904400
739036011,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,6,01,1,09,8,2,16000,,2,904400
739036021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,6,02,1,09,5,1,1100,3,2,904400
739036021,771,73903,77,182,1,2,031,03,0303,03,03,06,2,0310,6,02,1,09,8,1,1100,,2,904400
739051011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,01,1,09,2,1,350000,3,2,50750
739051011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,01,1,09,3,1,22000,3,2,50750
739051011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,01,1,09,8,2,372000,,2,50750
739051021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,02,1,09,3,1,40000,3,2,50750
739051021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,02,1,09,8,1,40000,,2,50750
739051031,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,03,1,09,2,1,280000,3,2,50750
739051031,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,03,1,09,3,1,20000,3,2,50750
739051031,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,03,1,09,8,2,300000,,2,50750
739051041,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,04,1,09,3,1,23000,3,2,50750
739051041,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,1,04,1,09,8,1,23000,,2,50750
739053021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,3,02,1,09,5,1,950,3,2,224750
739053021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,3,02,1,09,8,1,950,,2,224750
739054011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,4,01,1,09,3,1,20000,3,2,181250
739054011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,4,01,1,09,8,1,20000,,2,181250
739054021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,4,02,1,09,3,1,18000,3,2,181250
739054021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,4,02,1,09,8,1,18000,,2,181250
739055011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,5,01,1,09,5,1,1500,3,2,58000
739055011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,5,01,1,09,8,1,1500,,2,58000
739055021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,5,02,1,09,2,1,55000,3,2,58000
739055021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,5,02,1,09,3,2,76000,3,2,58000
739055021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,5,02,1,09,8,3,131000,,2,58000
739056011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,6,01,1,09,5,1,800,3,2,1058500
739056011,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,6,01,1,09,8,1,800,,2,1058500
739056021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,6,02,1,09,3,1,25000,3,2,1058500
739056021,771,73905,77,182,1,2,031,03,0303,03,03,05,2,0310,6,02,1,09,8,1,25000,,2,1058500
739071011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,1,01,1,09,3,1,15000,3,2,73750
739071011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,1,01,1,09,8,1,15000,,2,73750
739071021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,1,02,1,09,3,1,70000,3,2,73750
739071021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,1,02,1,09,8,1,70000,,2,73750
739072011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,2,01,1,09,3,1,25000,3,2,44250
739072011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,2,01,1,09,8,1,25000,,2,44250
739072021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,2,02,1,09,3,1,18000,3,2,44250
739072021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,2,02,1,09,8,1,18000,,2,44250
739073011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,3,01,1,09,3,2,80000,3,2,169625
739073011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,3,01,1,09,8,2,80000,,2,169625
739073021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,3,02,1,09,3,1,45000,3,2,169625
739073021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,3,02,1,09,8,1,45000,,2,169625
739074011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,4,01,1,09,3,1,10000,3,2,213875
739074011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,4,01,1,09,4,1,425000,2,2,213875
739074011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,4,01,1,09,8,2,435000,,2,213875
739074021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,4,02,1,09,3,2,80000,3,2,213875
739074021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,4,02,1,09,8,2,80000,,2,213875
739075011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,5,01,1,09,3,1,15000,3,2,44250
739075011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,5,01,1,09,8,1,15000,,2,44250
739075021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,5,02,1,09,5,1,1000,3,2,44250
739075021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,5,02,1,09,8,1,1000,,2,44250
739076011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,6,01,1,09,3,1,15000,3,2,1172625
739076011,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,6,01,1,09,8,1,15000,,2,1172625
739076021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,6,02,1,09,5,1,1200,3,2,1172625
739076021,771,73907,77,182,1,2,031,03,0303,03,03,04,2,0310,6,02,1,09,8,1,1200,,2,1172625
739091011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,1,01,1,09,1,1,20000,2,2,104267
739091011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,1,01,1,09,3,2,35000,3,2,104267
739091011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,1,01,1,09,8,3,55000,,2,104267
739091021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,1,02,1,09,3,1,38000,3,2,104267
739091021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,1,02,1,09,8,1,38000,,2,104267
739091031,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,1,03,1,09,3,1,35000,3,2,104267
739091031,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,1,03,1,09,8,1,35000,,2,104267
739092011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,2,01,1,09,3,1,10000,3,2,18400
739092011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,2,01,1,09,8,1,10000,,2,18400
739093011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,3,01,1,09,2,1,1834000,3,2,184000
739093011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,3,01,1,09,3,1,58000,3,2,184000
739093011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,3,01,1,09,8,2,1892000,,2,184000
739093021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,3,02,1,09,2,1,950000,3,2,184000
739093021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,3,02,1,09,3,2,88000,3,2,184000
739093021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,3,02,1,09,8,3,1038000,,2,184000
739094011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,4,01,1,09,3,1,35000,3,2,220800
739094011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,4,01,1,09,8,1,35000,,2,220800
739094021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,4,02,1,09,3,1,40000,3,2,220800
739094021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,4,02,1,09,4,1,12000,2,2,220800
739094021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,4,02,1,09,8,2,52000,,2,220800
739095021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,5,02,1,09,5,1,2100,3,2,27600
739095021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,5,02,1,09,8,1,2100,,2,27600
739096011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,6,01,1,09,5,1,1000,3,2,772800
739096011,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,6,01,1,09,8,1,1000,,2,772800
739096021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,6,02,1,09,3,2,45000,2,2,772800
739096021,771,73909,77,182,1,2,031,03,0303,03,03,03,2,0310,6,02,1,09,8,2,45000,,2,772800
739021021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,02,1,09,2,1,280000,3,2,15533
739021021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,02,1,09,3,1,22000,3,2,15533
739021021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,02,1,09,5,1,600,3,2,15533
739021021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,02,1,09,8,3,302600,,2,15533
739021031,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,03,1,09,2,1,300000,3,2,15533
739021031,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,03,1,09,3,1,35000,3,2,15533
739021031,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,03,1,09,8,2,335000,,2,15533
739021041,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,04,1,09,2,1,600000,3,2,15533
739021041,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,04,1,09,3,2,80000,3,2,15533
739021041,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,1,04,1,09,8,3,680000,,2,15533
739023011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,3,01,1,09,3,1,25000,3,2,99025
739023011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,3,01,1,09,8,1,25000,,2,99025
739023021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,3,02,1,09,3,1,40000,3,2,99025
739023021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,3,02,1,09,5,1,1000,3,2,99025
739023021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,3,02,1,09,8,2,41000,,2,99025
739024011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,4,01,1,09,3,1,40000,3,2,40775
739024011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,4,01,1,09,8,1,40000,,2,40775
739024021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,4,02,1,09,3,1,20000,3,2,40775
739024021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,4,02,1,09,5,1,1200,3,2,40775
739024021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,4,02,1,09,8,2,21200,,2,40775
739025011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,5,01,1,09,3,1,18000,3,2,34950
739025011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,5,01,1,09,5,1,750,3,2,34950
739025011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,5,01,1,09,8,2,18750,,2,34950
739025021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,5,02,1,09,3,2,40000,3,2,34950
739025021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,5,02,1,09,8,2,40000,,2,34950
739026011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,6,01,1,09,5,1,1100,3,2,442700
739026011,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,6,01,1,09,8,1,1100,,2,442700
739026021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,6,02,1,09,3,1,20000,3,2,442700
739026021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,6,02,1,09,5,2,1500,3,2,442700
739026021,771,73902,77,182,1,2,031,03,0304,04,04,02,2,0312,6,02,1,09,8,3,21500,,2,442700
739011011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,01,1,09,4,1,58000,2,2,21050
739011011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,01,1,09,8,1,58000,,2,21050
739011021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,02,1,09,3,1,25000,2,2,21050
739011021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,02,1,09,5,1,200,3,2,21050
739011021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,02,1,09,8,2,25200,,2,21050
739011031,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,03,1,09,3,1,85000,3,2,21050
739011031,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,03,1,09,8,1,85000,,2,21050
739011041,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,04,1,09,3,1,15000,3,2,21050
739011041,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,1,04,1,09,8,1,15000,,2,21050
739013011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,3,01,1,09,4,2,180000,2,2,42100
739013011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,3,01,1,09,8,2,180000,,2,42100
739013021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,3,02,1,09,3,1,50000,3,2,42100
739013021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,3,02,1,09,8,1,50000,,2,42100
739014011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,01,1,09,2,1,225000,3,2,63150
739014011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,01,1,09,3,1,15000,3,2,63150
739014011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,01,1,09,8,2,240000,,2,63150
739014021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,02,1,09,3,1,15000,2,2,63150
739014021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,02,1,09,8,1,15000,,2,63150
739014031,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,03,1,09,2,1,350000,3,2,63150
739014031,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,03,1,09,3,2,60000,3,2,63150
739014031,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,03,1,09,5,1,2000,3,2,63150
739014031,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,03,1,09,8,4,412000,,2,63150
739014041,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,04,1,09,3,1,40000,3,2,63150
739014041,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,04,1,09,5,1,1200,3,2,63150
739014041,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,4,04,1,09,8,2,41200,,2,63150
739016011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,6,01,1,09,6,1,10000,2,2,820950
739016011,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,6,01,1,09,8,1,10000,,2,820950
739016021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,6,02,1,09,3,1,35000,3,2,820950
739016021,771,73901,77,182,1,2,031,03,0304,04,04,01,2,0312,6,02,1,09,8,1,35000,,2,820950
739003011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,3,01,1,09,3,1,15000,3,2,12050
739003011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,3,01,1,09,5,2,800,3,2,12050
739003011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,3,01,1,09,8,3,15800,,2,12050
739004021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,02,1,09,3,1,18000,3,2,13771
739004021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,02,1,09,5,1,700,3,2,13771
739004021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,02,1,09,8,2,18700,,2,13771
739004031,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,03,1,09,5,1,1200,3,2,13771
739004031,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,03,1,09,8,1,1200,,2,13771
739004041,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,04,1,09,3,1,12000,3,2,13771
739004041,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,04,1,09,8,1,12000,,2,13771
739004051,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,05,1,09,3,1,14000,3,2,13771
739004051,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,05,1,09,5,1,1000,3,2,13771
739004051,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,05,1,09,8,2,15000,,2,13771
739004071,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,07,1,09,3,1,18000,3,2,13771
739004071,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,4,07,1,09,8,1,18000,,2,13771
739005011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,5,01,1,09,3,1,14000,3,2,18075
739005011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,5,01,1,09,8,1,14000,,2,18075
739005021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,5,02,1,09,3,1,12000,3,2,18075
739005021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,5,02,1,09,5,1,600,3,2,18075
739005021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,5,02,1,09,8,2,12600,,2,18075
739006011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,6,01,1,09,3,2,22000,3,2,331375
739006011,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,6,01,1,09,8,2,22000,,2,331375
739006021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,6,02,1,09,5,1,900,3,2,331375
739006021,771,73900,77,182,1,2,031,03,0305,05,05,01,2,0310,6,02,1,09,8,1,900,,2,331375
739061011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,01,1,09,2,1,150000,3,2,55800
739061011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,01,1,09,3,2,12000,3,2,55800
739061011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,01,1,09,8,3,162000,,2,55800
739061021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,02,1,09,2,1,200000,3,2,55800
739061021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,02,1,09,3,2,50000,3,2,55800
739061021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,02,1,09,5,1,1000,3,2,55800
739061021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,02,1,09,8,4,251000,,2,55800
739061031,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,03,1,09,2,2,650000,3,2,55800
739061031,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,03,1,09,3,2,40000,3,2,55800
739061031,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,03,1,09,8,4,690000,,2,55800
739061041,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,04,1,09,3,1,62000,3,2,55800
739061041,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,1,04,1,09,8,1,62000,,2,55800
739063011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,3,01,1,09,2,1,30000,3,2,409200
739063011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,3,01,1,09,3,2,150000,3,2,409200
739063011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,3,01,1,09,5,2,2000,3,2,409200
739063011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,3,01,1,09,8,5,182000,,2,409200
739063021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,3,02,1,09,3,2,60000,3,2,409200
739063021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,3,02,1,09,5,1,1500,3,2,409200
739063021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,3,02,1,09,8,3,61500,,2,409200
739064021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,02,1,09,3,1,40000,3,2,16533
739064021,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,02,1,09,8,1,40000,,2,16533
739064031,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,03,1,09,2,1,350000,3,2,16533
739064031,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,03,1,09,3,1,25000,3,2,16533
739064031,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,03,1,09,5,1,1500,3,2,16533
739064031,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,03,1,09,8,3,376500,,2,16533
739064041,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,04,1,09,3,2,80000,3,2,16533
739064041,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,04,1,09,5,1,2000,3,2,16533
739064041,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,4,04,1,09,8,3,82000,,2,16533
739066011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,6,01,1,09,3,2,60000,3,2,254200
739066011,771,73906,77,182,1,2,031,03,0315,15,24,04,2,0311,6,01,1,09,8,2,60000,,2,254200
739043021,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,02,1,09,2,1,100000,3,2,27408
739043021,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,02,1,09,3,1,22000,3,2,27408
739043021,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,02,1,09,8,2,122000,,2,27408
739043031,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,03,1,09,2,1,250000,3,2,27408
739043031,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,03,1,09,3,2,55000,3,2,27408
739043031,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,03,1,09,8,3,305000,,2,27408
739043051,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,05,1,09,3,11,20000,3,2,27408
739043051,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,05,1,09,8,11,20000,,2,27408
739043061,771,73904,77,182,1,2,031,03,0315,15,24,03,2,0311,3,06,1,09,2,1,35000,3,2,27408
