HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b5pt2q1,b5pt2q3,b5pt2q4,b5pt2q5,b5pt2q6,b5pt2q7,NSC,MLT
708713011,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,3,01,1,06,99,,0.01,1500000,,,2,689000
708714011,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,4,01,1,06,01,09,0.01,1500000,2,,2,42400
708714011,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,4,01,1,06,98,10,0.01,1500000,2,,2,42400
708714011,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,4,01,1,06,99,,0.02,3000000,,,2,42400
708714031,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,4,03,1,06,98,10,0.01,1500000,2,,2,42400
708714031,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,4,03,1,06,99,,0.01,1500000,,,2,42400
708714041,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,4,04,1,06,98,10,0.01,1500000,2,,2,42400
708714041,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,4,04,1,06,99,,0.01,1500000,,,2,42400
708716021,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,6,02,1,06,98,10,0.02,3000000,2,,2,413400
708716021,771,70871,77,182,1,2,331,33,3302,02,33,19,2,3320,6,02,1,06,99,,0.02,3000000,,,2,413400
708701011,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,1,01,1,06,98,10,0.01,4000000,2,,2,35788
708701011,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,1,01,1,06,99,,0.01,4000000,,,2,35788
708701041,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,1,04,1,06,98,10,0.01,4000000,2,,2,35788
708701041,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,1,04,1,06,99,,0.01,4000000,,,2,35788
708706011,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,6,01,1,06,98,10,0,1000000,1,0,2,134970
708706011,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,6,01,1,06,99,,0,1000000,,0,2,134970
708706031,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,6,03,1,06,98,10,0.01,700000,2,,2,134970
708706031,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,6,03,1,06,99,,0.01,700000,,,2,134970
708706061,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,6,06,1,06,98,10,0,800000,2,,2,134970
708706061,771,70870,77,182,1,2,331,33,3302,02,33,10,2,3320,6,06,1,06,99,,0,800000,,,2,134970
708762021,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,2,02,1,06,98,10,0.01,350000,2,,2,48450
708762021,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,2,02,1,06,99,,0.01,350000,,,2,48450
708764011,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,4,01,1,06,98,10,0.03,8000000,1,0.01,2,113050
708764011,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,4,01,1,06,99,,0.03,8000000,,0.01,2,113050
708764021,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,4,02,1,06,98,10,0.03,8000000,2,,2,113050
708764021,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,4,02,1,06,99,,0.03,8000000,,,2,113050
708765011,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,5,01,1,06,98,10,0.04,840000,1,0.04,2,48450
708765011,771,70876,77,182,1,2,331,33,3303,03,03,03,2,3320,5,01,1,06,99,,0.04,840000,,0.04,2,48450
708741011,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,1,01,1,06,98,10,0.02,8000000,2,,2,296125
708741011,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,1,01,1,06,99,,0.02,8000000,,,2,296125
708741021,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,1,02,1,06,97,,0.02,2500000,2,,2,296125
708741021,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,1,02,1,06,99,,0.02,2500000,,,2,296125
708744011,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,4,01,1,06,98,10,0.02,2500000,2,,2,94417
708744011,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,4,01,1,06,99,,0.02,2500000,,,2,94417
708744031,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,4,03,1,06,98,10,0.02,600000,1,0.02,2,94417
708744031,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,4,03,1,06,99,,0.02,600000,,0.02,2,94417
708745011,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,5,01,1,06,98,10,0.01,3000000,2,,2,25750
708745011,771,70874,77,182,1,2,331,33,3303,03,03,05,2,3320,5,01,1,06,99,,0.01,3000000,,,2,25750
708781011,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,1,01,1,06,98,10,0.02,2000000,2,,2,193375
708781011,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,1,01,1,06,99,,0.02,2000000,,,2,193375
708781021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,1,02,1,06,98,10,0.02,2000000,2,,2,193375
708781021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,1,02,1,06,99,,0.02,2000000,,,2,193375
708784021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,4,02,1,06,98,10,0.02,300000,2,,2,238875
708784021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,4,02,1,06,99,,0.02,300000,,,2,238875
708785011,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,5,01,1,06,98,10,0.02,300000,1,0.02,2,79625
708785011,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,5,01,1,06,99,,0.02,300000,,0.02,2,79625
708785021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,5,02,1,06,98,10,0.02,2500000,1,0.02,2,79625
708785021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,5,02,1,06,99,,0.02,2500000,,0.02,2,79625
708786021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,6,02,1,06,98,10,0.02,280000,2,,2,841750
708786021,771,70878,77,182,1,2,331,33,3303,03,03,06,2,3320,6,02,1,06,99,,0.02,280000,,,2,841750
708931031,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,1,03,1,06,98,10,0,1000000,2,,2,66000
708931031,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,1,03,1,06,99,,0,1000000,,,2,66000
708932011,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,2,01,1,06,98,10,0.01,1200000,1,0,2,19800
708932011,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,2,01,1,06,99,,0.01,1200000,,0,2,19800
708934011,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,4,01,1,06,98,10,0.01,1800000,1,0.01,2,52800
708934011,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,4,01,1,06,99,,0.01,1800000,,0.01,2,52800
708936021,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,6,02,1,06,98,10,0.02,4000000,2,,2,495000
708936021,771,70893,77,182,1,2,331,33,3303,03,03,07,2,3320,6,02,1,06,99,,0.02,4000000,,,2,495000
708951011,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,01,1,06,98,10,0.02,1000000,2,,2,65100
708951011,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,01,1,06,99,,0.02,1000000,,,2,65100
708951021,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,02,1,06,98,10,0.02,1000000,2,,2,65100
708951021,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,02,1,06,99,,0.02,1000000,,,2,65100
708951031,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,03,1,06,97,,0.02,1020000,1,0.02,2,65100
708951031,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,03,1,06,98,10,0.02,1040000,2,,2,65100
708951031,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,03,1,06,99,,0.04,2060000,,0.02,2,65100
708951041,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,04,1,06,98,10,0.02,1600000,2,,2,65100
708951041,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,1,04,1,06,99,,0.02,1600000,,,2,65100
708954011,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,4,01,1,06,97,,0.04,4000000,1,0.02,2,37200
708954011,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,4,01,1,06,99,,0.04,4000000,,0.02,2,37200
708954021,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,4,02,1,06,98,10,0.03,2250000,2,,2,37200
708954021,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,4,02,1,06,99,,0.03,2250000,,,2,37200
708956021,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,6,02,1,06,98,10,0.02,1500000,2,,2,381300
708956021,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,6,02,1,06,99,,0.02,1500000,,,2,381300
708956031,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,6,03,1,06,98,10,0.04,200000,2,,2,381300
708956031,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,6,03,1,06,99,,0.04,200000,,,2,381300
708956041,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,6,04,1,06,98,10,0.02,1060000,2,,2,381300
708956041,771,70895,77,182,1,2,331,33,3303,03,03,02,2,3320,6,04,1,06,99,,0.02,1060000,,,2,381300
708971021,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,1,02,1,06,98,10,0.01,900000,2,,2,109933
708971021,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,1,02,1,06,99,,0.01,900000,,,2,109933
708971031,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,1,03,1,06,98,10,0.03,5000000,2,,2,109933
708971031,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,1,03,1,06,99,,0.03,5000000,,,2,109933
708974011,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,01,1,06,01,09,0.02,1000000,2,,2,48500
708974011,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,01,1,06,99,,0.02,1000000,,,2,48500
708974021,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,02,1,06,98,10,0.02,1300000,2,,2,48500
708974021,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,02,1,06,99,,0.02,1300000,,,2,48500
708974031,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,03,1,06,98,10,0.04,1600000,1,0.04,2,48500
708974031,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,03,1,06,99,,0.04,1600000,,0.04,2,48500
708974041,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,04,1,06,98,10,0.01,1200000,2,,2,48500
708974041,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,4,04,1,06,99,,0.01,1200000,,,2,48500
708976011,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,6,01,1,06,98,10,0.02,1050000,2,,2,1105800
708976011,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,6,01,1,06,99,,0.02,1050000,,,2,1105800
708976021,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,6,02,1,06,98,10,0.02,1700000,2,,2,1105800
708976021,771,70897,77,182,1,2,331,33,3303,03,03,10,2,3320,6,02,1,06,99,,0.02,1700000,,,2,1105800
708991011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,01,1,06,98,10,0.02,2000000,2,,2,73950
708991011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,01,1,06,99,,0.02,2000000,,,2,73950
708991021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,02,1,06,98,10,0.01,1200000,2,,2,73950
708991021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,02,1,06,99,,0.01,1200000,,,2,73950
708991031,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,03,1,06,98,10,0.02,1800000,1,0.02,2,73950
708991031,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,03,1,06,99,,0.02,1800000,,0.02,2,73950
708991041,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,04,1,06,98,10,0.02,2000000,2,,2,73950
708991041,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,1,04,1,06,99,,0.02,2000000,,,2,73950
708993011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,3,01,1,06,98,10,0.01,1000000,2,,2,722100
708993011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,3,01,1,06,99,,0.01,1000000,,,2,722100
708993021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,3,02,1,06,98,10,0.01,1400000,2,,2,722100
708993021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,3,02,1,06,99,,0.01,1400000,,,2,722100
708994011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,01,1,06,98,10,0.02,1900000,2,,2,69600
708994011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,01,1,06,99,,0.02,1900000,,,2,69600
708994021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,02,1,06,98,10,0.02,1500000,2,,2,69600
708994021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,02,1,06,99,,0.02,1500000,,,2,69600
708994031,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,03,1,06,98,10,0.02,1300000,1,0.02,2,69600
708994031,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,03,1,06,99,,0.02,1300000,,0.02,2,69600
708994041,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,04,1,06,98,10,0.01,1200000,2,,2,69600
708994041,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,4,04,1,06,99,,0.01,1200000,,,2,69600
708996011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,6,01,1,06,98,10,0.02,1500000,2,,2,574200
708996011,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,6,01,1,06,99,,0.02,1500000,,,2,574200
708996021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,6,02,1,06,98,10,0.02,1700000,2,,2,574200
708996021,771,70899,77,182,1,2,331,33,3303,03,03,11,2,3320,6,02,1,06,99,,0.02,1700000,,,2,574200
708921011,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,1,01,1,06,98,10,0.03,2000000,2,,2,115267
708921011,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,1,01,1,06,99,,0.03,2000000,,,2,115267
708921021,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,1,02,1,06,98,10,0.02,1500000,2,,2,115267
708921021,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,1,02,1,06,99,,0.02,1500000,,,2,115267
708921031,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,1,03,1,06,98,10,0.02,1500000,2,,2,115267
708921031,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,1,03,1,06,99,,0.02,1500000,,,2,115267
708924011,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,4,01,1,06,98,10,0.01,1700000,2,,2,49400
708924011,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,4,01,1,06,99,,0.01,1700000,,,2,49400
708926021,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,6,02,1,06,98,10,0.02,2000000,2,,2,395200
708926021,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,6,02,1,06,99,,0.02,2000000,,,2,395200
708926031,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,6,03,1,06,98,10,0.02,1500000,2,,2,395200
708926031,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,6,03,1,06,99,,0.02,1500000,,,2,395200
708926041,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,6,04,1,06,98,10,0.01,1600000,1,0.01,2,395200
708926041,771,70892,77,182,1,2,331,33,3303,03,03,01,2,3320,6,04,1,06,99,,0.01,1600000,,0.01,2,395200
708911011,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,1,01,1,06,98,10,0,1125000,2,,2,773500
708911011,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,1,01,1,06,99,,0,1125000,,,2,773500
708912021,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,2,02,1,06,98,10,0,1680000,2,,2,119000
708912021,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,2,02,1,06,99,,0,1680000,,,2,119000
708913011,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,3,01,1,06,98,10,0,1870000,2,,2,807500
708913011,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,3,01,1,06,99,,0,1870000,,,2,807500
708913021,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,3,02,1,06,98,10,0.01,2500000,1,0.01,2,807500
708913021,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,3,02,1,06,99,,0.01,2500000,,0.01,2,807500
708914011,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,01,1,06,98,10,0.02,3050000,1,0.02,2,25500
708914011,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,01,1,06,99,,0.02,3050000,,0.02,2,25500
708914021,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,02,1,06,01,09,0.01,1700000,2,,2,25500
708914021,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,02,1,06,97,,0.02,1800000,2,,2,25500
708914021,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,02,1,06,99,,0.03,3500000,,,2,25500
708914031,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,03,1,06,98,10,0.01,2660000,2,,2,25500
708914031,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,03,1,06,99,,0.01,2660000,,,2,25500
708914041,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,04,1,06,98,10,0.05,8400000,2,,2,25500
708914041,771,70891,77,182,1,2,331,33,3303,03,03,08,2,3320,4,04,1,06,99,,0.05,8400000,,,2,25500
708901011,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,1,01,1,06,98,10,0.02,3300000,1,0.01,2,100800
708901011,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,1,01,1,06,99,,0.02,3300000,,0.01,2,100800
708901031,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,1,03,1,06,98,10,0.02,4000000,2,,2,100800
708901031,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,1,03,1,06,99,,0.02,4000000,,,2,100800
708901041,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,1,04,1,06,98,10,0.01,3600000,1,0.01,2,100800
708901041,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,1,04,1,06,99,,0.01,3600000,,0.01,2,100800
708903021,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,3,02,1,06,98,10,0.02,4000000,2,,2,1008000
708903021,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,3,02,1,06,99,,0.02,4000000,,,2,1008000
708906021,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,6,02,1,06,98,10,0.01,2500000,1,0,2,168000
708906021,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,6,02,1,06,99,,0.01,2500000,,0,2,168000
708906031,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,6,03,1,06,98,10,0.01,300000,1,0,2,168000
708906031,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,6,03,1,06,99,,0.01,300000,,0,2,168000
708906061,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,6,06,1,06,98,10,0.01,1600000,1,0.01,2,168000
708906061,771,70890,77,182,1,2,331,33,3303,03,03,04,2,3320,6,06,1,06,99,,0.01,1600000,,0.01,2,168000
708961011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,1,01,1,06,98,10,0.02,250000,2,,2,26800
708961011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,1,01,1,06,99,,0.02,250000,,,2,26800
708961021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,1,02,1,06,98,10,0.01,200000,1,0.01,2,26800
708961021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,1,02,1,06,99,,0.01,200000,,0.01,2,26800
708963021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,02,1,06,01,01,1.3,6000000,1,1.3,2,93800
708963021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,02,1,06,98,10,0.02,350000,1,0.02,2,93800
708963021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,02,1,06,99,,1.32,6350000,,1.32,2,93800
708963031,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,03,1,06,01,01,2,7500000,2,,2,93800
708963031,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,03,1,06,98,10,0.03,400000,2,,2,93800
708963031,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,03,1,06,99,,2.03,7900000,,,2,93800
708963041,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,04,1,06,98,10,0.02,320000,1,0.02,2,93800
708963041,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,3,04,1,06,99,,0.02,320000,,0.02,2,93800
708964011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,01,1,06,01,01,2.5,8000000,1,1.25,2,154100
708964011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,01,1,06,98,10,0.03,400000,1,0.01,2,154100
708964011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,01,1,06,99,,2.53,8400000,,1.26,2,154100
708964021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,02,1,06,98,10,0.02,350000,2,,2,154100
708964021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,02,1,06,99,,0.02,350000,,,2,154100
708964031,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,03,1,06,98,10,0.02,300000,2,,2,154100
708964031,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,03,1,06,99,,0.02,300000,,,2,154100
708964041,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,04,1,06,98,10,0.01,300000,2,,2,154100
708964041,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,4,04,1,06,99,,0.01,300000,,,2,154100
708966011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,6,01,1,06,01,01,1.5,6500000,1,0.75,2,1500800
708966011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,6,01,1,06,98,10,0.02,300000,1,0.02,2,1500800
708966011,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,6,01,1,06,99,,1.52,6800000,,0.77,2,1500800
708966021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,6,02,1,06,98,10,0.02,320000,2,,2,1500800
708966021,771,70896,77,182,1,2,331,33,3303,03,03,09,2,3320,6,02,1,06,99,,0.02,320000,,,2,1500800
708944051,771,70894,77,182,1,2,331,33,3304,04,04,01,2,3322,4,05,1,06,98,10,0.02,455000,2,,2,118938
708944051,771,70894,77,182,1,2,331,33,3304,04,04,01,2,3322,4,05,1,06,99,,0.02,455000,,,2,118938
708945021,771,70894,77,182,1,2,331,33,3304,04,04,01,2,3322,5,02,1,06,98,10,0.02,435000,2,,2,108125
708945021,771,70894,77,182,1,2,331,33,3304,04,04,01,2,3322,5,02,1,06,99,,0.02,435000,,,2,108125
708946021,771,70894,77,182,1,2,331,33,3304,04,04,01,2,3322,6,02,1,06,98,10,0.03,872000,2,,2,951500
708946021,771,70894,77,182,1,2,331,33,3304,04,04,01,2,3322,6,02,1,06,99,,0.03,872000,,0,2,951500
708984011,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,01,1,06,98,10,0.02,471400,2,,2,125714
708984011,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,01,1,06,99,,0.02,471400,,,2,125714
708984021,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,02,1,06,98,10,0.04,943800,2,,2,125714
708984021,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,02,1,06,99,,0.04,943800,,,2,125714
708984031,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,03,1,06,98,10,0.03,707100,2,,2,125714
708984031,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,03,1,06,99,,0.03,707100,,,2,125714
708984041,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,04,1,06,98,10,0.03,697500,1,0.03,2,125714
708984041,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,04,1,06,99,,0.03,697500,,0.03,2,125714
708984051,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,05,1,06,98,10,0.03,683500,2,,2,125714
708984051,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,05,1,06,99,,0.03,683500,,,2,125714
708984061,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,06,1,06,98,10,0.03,675000,2,,2,125714
708984061,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,06,1,06,99,,0.03,675000,,0,2,125714
708984071,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,07,1,06,98,10,0.05,942800,2,,2,125714
708984071,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,4,07,1,06,99,,0.05,942800,,,2,125714
708985021,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,5,02,1,06,98,10,0.03,652700,2,,2,24000
708985021,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,5,02,1,06,99,,0.03,652700,,,2,24000
708986011,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,6,01,1,06,98,10,0.03,684500,2,,2,1000000
708986011,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,6,01,1,06,99,,0.03,684500,,,2,1000000
708986021,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,6,02,1,06,98,10,0.03,658600,2,,2,1000000
708986021,771,70898,77,182,1,2,331,33,3304,04,04,05,2,3322,6,02,1,06,99,,0.03,658600,,,2,1000000
708231011,771,70823,77,182,1,2,331,33,3304,04,04,02,2,3322,1,01,1,06,98,10,0.02,400000,2,,2,78933
708231011,771,70823,77,182,1,2,331,33,3304,04,04,02,2,3322,1,01,1,06,99,,0.02,400000,,,2,78933
708234011,771,70823,77,182,1,2,331,33,3304,04,04,02,2,3322,4,01,1,06,98,10,0.03,700000,1,0.03,2,399600
708234011,771,70823,77,182,1,2,331,33,3304,04,04,02,2,3322,4,01,1,06,99,,0.03,700000,,0.03,2,399600
708235021,771,70823,77,182,1,2,331,33,3304,04,04,02,2,3322,5,02,1,06,98,10,0.03,500000,2,,2,118400
708235021,771,70823,77,182,1,2,331,33,3304,04,04,02,2,3322,5,02,1,06,99,,0.03,500000,,,2,118400
708253011,771,70825,77,182,1,2,331,33,3304,04,04,06,2,3322,3,01,1,06,98,10,0.04,765900,2,,2,20850
708253011,771,70825,77,182,1,2,331,33,3304,04,04,06,2,3322,3,01,1,06,99,,0.04,765900,,,2,20850
