HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b11bq1,b11bq3,b11bq4,b11bq5,b11bq6,NSC,MLT
719041041,771,71904,77,182,1,2,271,27,2721,21,21,06,2,2721,1,04,1,13,2,100000,10000,,90000,2,92063
719041041,771,71904,77,182,1,2,271,27,2721,21,21,06,2,2721,1,04,1,13,5,100000,10000,,90000,2,92063
719044031,771,71904,77,182,1,2,271,27,2721,21,21,06,2,2721,4,03,1,13,1,1000000,240000,,760000,2,245500
719044031,771,71904,77,182,1,2,271,27,2721,21,21,06,2,2721,4,03,1,13,2,300000,40000,,260000,2,245500
719044031,771,71904,77,182,1,2,271,27,2721,21,21,06,2,2721,4,03,1,13,5,1300000,280000,,1020000,2,245500
719634031,771,71963,77,182,1,2,271,27,2721,21,42,05,2,2721,4,03,1,13,1,8000,13000,,-5000,2,108075
719634031,771,71963,77,182,1,2,271,27,2721,21,42,05,2,2721,4,03,1,13,5,8000,13000,,-5000,2,108075
719621031,771,71962,77,182,1,2,271,27,2721,21,42,03,2,2721,1,03,1,13,2,150000,,,150000,2,84150
719621031,771,71962,77,182,1,2,271,27,2721,21,42,03,2,2721,1,03,1,13,5,150000,,,150000,2,84150
719611011,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,1,01,1,13,1,200000,26000,,174000,2,47800
719611011,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,1,01,1,13,5,200000,26000,,174000,2,47800
719611031,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,1,03,1,13,1,180000,40000,,140000,2,47800
719611031,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,1,03,1,13,5,180000,40000,,140000,2,47800
719611041,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,1,04,1,13,1,350000,39000,,311000,2,47800
719611041,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,1,04,1,13,5,350000,39000,,311000,2,47800
719614011,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,4,01,1,13,1,350000,55000,,295000,2,41825
719614011,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,4,01,1,13,5,350000,55000,,295000,2,41825
719616011,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,6,01,1,13,1,260000,45000,,215000,2,752850
719616011,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,6,01,1,13,5,260000,45000,,215000,2,752850
719616021,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,6,02,1,13,1,150000,39000,,111000,2,752850
719616021,771,71961,77,182,1,2,271,27,2721,21,21,13,2,2721,6,02,1,13,5,150000,39000,,111000,2,752850
719644011,771,71964,77,182,1,2,271,27,2721,21,21,04,2,2721,4,01,1,13,1,40000,3000,,37000,2,57900
719644011,771,71964,77,182,1,2,271,27,2721,21,21,04,2,2721,4,01,1,13,5,40000,3000,,37000,2,57900
719685011,771,71968,77,182,1,2,271,27,2721,21,41,04,2,2721,5,01,1,13,4,80000,20000,,60000,2,34000
719685011,771,71968,77,182,1,2,271,27,2721,21,41,04,2,2721,5,01,1,13,5,80000,20000,,60000,2,34000
719433011,771,71943,77,182,1,2,271,27,2721,21,41,02,2,2721,3,01,1,13,1,24000,22000,,2000,2,251875
719433011,771,71943,77,182,1,2,271,27,2721,21,41,02,2,2721,3,01,1,13,5,24000,22000,,2000,2,251875
719853021,771,71985,77,182,1,2,271,27,2721,21,40,07,2,2721,3,02,1,13,1,200000,,,200000,2,160650
719853021,771,71985,77,182,1,2,271,27,2721,21,40,07,2,2721,3,02,1,13,2,800000,,,800000,2,160650
719853021,771,71985,77,182,1,2,271,27,2721,21,40,07,2,2721,3,02,1,13,5,1000000,,,1000000,2,160650
719854041,771,71985,77,182,1,2,271,27,2721,21,40,07,2,2721,4,04,1,13,1,45000,24000,,21000,2,21263
719854041,771,71985,77,182,1,2,271,27,2721,21,40,07,2,2721,4,04,1,13,2,20000,,,20000,2,21263
719854041,771,71985,77,182,1,2,271,27,2721,21,40,07,2,2721,4,04,1,13,5,65000,24000,,41000,2,21263
712334031,771,71233,77,182,1,2,271,27,2721,21,39,02,2,2721,4,03,1,13,1,70000,25000,,45000,2,2475
712334031,771,71233,77,182,1,2,271,27,2721,21,39,02,2,2721,4,03,1,13,5,70000,25000,,45000,2,2475
712373031,771,71237,77,182,1,2,271,27,2721,21,21,02,2,2721,3,03,1,13,1,120000,24000,,96000,2,151513
712373031,771,71237,77,182,1,2,271,27,2721,21,21,02,2,2721,3,03,1,13,5,120000,24000,,96000,2,151513
712374011,771,71237,77,182,1,2,271,27,2721,21,21,02,2,2721,4,01,1,13,1,140000,30000,,110000,2,160425
712374011,771,71237,77,182,1,2,271,27,2721,21,21,02,2,2721,4,01,1,13,5,140000,30000,,110000,2,160425
712376021,771,71237,77,182,1,2,271,27,2721,21,21,02,2,2721,6,02,1,13,1,100000,36000,,64000,2,1105150
712376021,771,71237,77,182,1,2,271,27,2721,21,21,02,2,2721,6,02,1,13,5,100000,36000,,64000,2,1105150
712326011,771,71232,77,182,1,2,271,27,2721,21,21,11,2,2721,6,01,1,13,1,20000,,40000,60000,2,1340625
712326011,771,71232,77,182,1,2,271,27,2721,21,21,11,2,2721,6,01,1,13,4,10000,,,10000,2,1340625
712326011,771,71232,77,182,1,2,271,27,2721,21,21,11,2,2721,6,01,1,13,5,30000,,40000,70000,2,1340625
712326021,771,71232,77,182,1,2,271,27,2721,21,21,11,2,2721,6,02,1,13,1,40000,,20000,60000,2,1340625
712326021,771,71232,77,182,1,2,271,27,2721,21,21,11,2,2721,6,02,1,13,5,40000,,20000,60000,2,1340625
712361011,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,1,01,1,13,1,350000,130000,0,220000,2,22100
712361011,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,1,01,1,13,2,20000,0,0,20000,2,22100
712361011,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,1,01,1,13,5,370000,130000,0,240000,2,22100
712361031,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,1,03,1,13,1,70000,55000,0,15000,2,22100
712361031,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,1,03,1,13,2,18000,0,0,18000,2,22100
712361031,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,1,03,1,13,5,88000,55000,0,33000,2,22100
712366021,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,6,02,1,13,1,22000,20000,0,2000,2,1447550
712366021,771,71236,77,182,1,2,271,27,2722,22,43,40,2,2720,6,02,1,13,5,22000,20000,0,2000,2,1447550
712574011,771,71257,77,182,1,2,271,27,2722,22,43,14,2,2720,4,01,1,13,1,18000,9000,12000,21000,2,25050
712574011,771,71257,77,182,1,2,271,27,2722,22,43,14,2,2720,4,01,1,13,5,18000,9000,12000,21000,2,25050
712511021,771,71251,77,182,1,2,271,27,2722,22,43,03,2,2720,1,02,1,13,1,100000000,100000000,,,2,56475
712511021,771,71251,77,182,1,2,271,27,2722,22,43,03,2,2720,1,02,1,13,5,100000000,100000000,,,2,56475
712561011,771,71256,77,182,1,2,271,27,2722,22,43,37,2,2720,1,01,1,13,1,300000,,12000,312000,2,20300
712561011,771,71256,77,182,1,2,271,27,2722,22,43,37,2,2720,1,01,1,13,2,120000,240000,120000,,2,20300
712561011,771,71256,77,182,1,2,271,27,2722,22,43,37,2,2720,1,01,1,13,5,420000,240000,132000,312000,2,20300
712541031,771,71254,77,182,1,2,271,27,2722,22,43,17,2,2720,1,03,1,13,1,200000,,,200000,2,99025
712541031,771,71254,77,182,1,2,271,27,2722,22,43,17,2,2720,1,03,1,13,5,200000,,,200000,2,99025
712544031,771,71254,77,182,1,2,271,27,2722,22,43,17,2,2720,4,03,1,13,1,1600000,,,1600000,2,46600
712544031,771,71254,77,182,1,2,271,27,2722,22,43,17,2,2720,4,03,1,13,5,1600000,,,1600000,2,46600
712581031,771,71258,77,182,1,2,271,27,2722,22,43,23,2,2720,1,03,1,13,2,1200000,,50000,1250000,2,27200
712581031,771,71258,77,182,1,2,271,27,2722,22,43,23,2,2720,1,03,1,13,5,1200000,,50000,1250000,2,27200
712794031,771,71279,77,182,1,2,271,27,2722,22,43,02,2,2720,4,03,1,13,1,90000,36000,,54000,2,40700
712794031,771,71279,77,182,1,2,271,27,2722,22,43,02,2,2720,4,03,1,13,5,90000,36000,,54000,2,40700
712724011,771,71272,77,182,1,2,271,27,2722,22,43,22,2,2720,4,01,1,13,1,800000,800000,,,2,20800
712724011,771,71272,77,182,1,2,271,27,2722,22,43,22,2,2720,4,01,1,13,2,1500000,,,1500000,2,20800
712724011,771,71272,77,182,1,2,271,27,2722,22,43,22,2,2720,4,01,1,13,5,2300000,800000,,1500000,2,20800
712724021,771,71272,77,182,1,2,271,27,2722,22,43,22,2,2720,4,02,1,13,2,8000,,,8000,2,20800
712724021,771,71272,77,182,1,2,271,27,2722,22,43,22,2,2720,4,02,1,13,5,8000,,,8000,2,20800
712781011,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,1,01,1,13,1,200000,,,200000,2,71400
712781011,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,1,01,1,13,2,15000,,,15000,2,71400
712781011,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,1,01,1,13,5,215000,,,215000,2,71400
712781041,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,1,04,1,13,2,50000,60000,40000,30000,2,71400
712781041,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,1,04,1,13,5,50000,60000,40000,30000,2,71400
712783021,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,3,02,1,13,1,1050000,300000,500000,1250000,2,1071000
712783021,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,3,02,1,13,2,180000,,,180000,2,1071000
712783021,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,3,02,1,13,4,50000,,,50000,2,1071000
712783021,771,71278,77,182,1,2,271,27,2722,22,43,16,2,2720,3,02,1,13,5,1280000,300000,500000,1480000,2,1071000
712924021,771,71292,77,182,1,2,271,27,2722,22,43,09,2,2720,4,02,1,13,1,8000,8000,,,2,28500
712924021,771,71292,77,182,1,2,271,27,2722,22,43,09,2,2720,4,02,1,13,5,8000,8000,,,2,28500
712901021,771,71290,77,182,1,2,271,27,2722,22,43,07,2,2720,1,02,1,13,1,60000,0,0,60000,2,40800
712901021,771,71290,77,182,1,2,271,27,2722,22,43,07,2,2720,1,02,1,13,2,140000,0,0,140000,2,40800
712901021,771,71290,77,182,1,2,271,27,2722,22,43,07,2,2720,1,02,1,13,5,200000,0,0,200000,2,40800
712903021,771,71290,77,182,1,2,271,27,2722,22,43,07,2,2720,3,02,1,13,2,125000,0,0,125000,2,504900
712903021,771,71290,77,182,1,2,271,27,2722,22,43,07,2,2720,3,02,1,13,5,125000,0,0,125000,2,504900
712906041,771,71290,77,182,1,2,271,27,2722,22,43,07,2,2720,6,04,1,13,1,125000,150000,0,-25000,1,351900
712906041,771,71290,77,182,1,2,271,27,2722,22,43,07,2,2720,6,04,1,13,5,125000,150000,0,-25000,1,351900
712943021,771,71294,77,182,1,2,271,27,2722,22,43,31,2,2720,3,02,1,13,1,70000,24000,7000,53000,2,484300
712943021,771,71294,77,182,1,2,271,27,2722,22,43,31,2,2720,3,02,1,13,5,70000,24000,7000,53000,2,484300
712981011,771,71298,77,182,1,2,271,27,2722,22,43,43,2,2720,1,01,1,13,1,500000,40000,450000,910000,2,177367
712981011,771,71298,77,182,1,2,271,27,2722,22,43,43,2,2720,1,01,1,13,2,300000,,65000,365000,2,177367
712981011,771,71298,77,182,1,2,271,27,2722,22,43,43,2,2720,1,01,1,13,5,800000,40000,515000,1275000,2,177367
712981031,771,71298,77,182,1,2,271,27,2722,22,43,43,2,2720,1,03,1,13,1,25000,24000,,1000,2,177367
712981031,771,71298,77,182,1,2,271,27,2722,22,43,43,2,2720,1,03,1,13,5,25000,24000,,1000,2,177367
712986061,771,71298,77,182,1,2,271,27,2722,22,43,43,2,2720,6,06,1,13,2,50000,,,50000,2,62600
712986061,771,71298,77,182,1,2,271,27,2722,22,43,43,2,2720,6,06,1,13,5,50000,,,50000,2,62600
712271021,771,71227,77,182,1,2,271,27,2722,22,43,20,2,2720,1,02,1,13,1,100000,,,100000,2,64950
712271021,771,71227,77,182,1,2,271,27,2722,22,43,20,2,2720,1,02,1,13,2,7600,,,7600,2,64950
712271021,771,71227,77,182,1,2,271,27,2722,22,43,20,2,2720,1,02,1,13,5,107600,,,107600,2,64950
712284041,771,71228,77,182,1,2,271,27,2724,24,24,04,2,2721,4,04,1,13,1,240000,32500,,207500,2,33785
712284041,771,71228,77,182,1,2,271,27,2724,24,24,04,2,2721,4,04,1,13,5,240000,32500,,207500,2,33785
712131041,771,71213,77,182,1,2,271,27,2724,24,24,05,2,2721,1,04,1,13,1,48000,24000,,24000,2,131233
712131041,771,71213,77,182,1,2,271,27,2724,24,24,05,2,2721,1,04,1,13,5,48000,24000,,24000,2,131233
712173021,771,71217,77,182,1,2,271,27,2724,24,24,01,2,2721,3,02,1,13,2,62000,,,62000,2,49300
712173021,771,71217,77,182,1,2,271,27,2724,24,24,01,2,2721,3,02,1,13,5,62000,,,62000,2,49300
712144011,771,71214,77,182,1,2,275,27,2705,05,05,03,2,2731,4,01,1,13,4,2000,,,2000,2,318000
712144011,771,71214,77,182,1,2,275,27,2705,05,05,03,2,2731,4,01,1,13,5,2000,,,2000,2,318000
712001031,771,71200,77,182,1,2,275,27,2708,08,08,01,2,2730,1,03,1,13,1,12000,7000,6800,11800,2,58988
712001031,771,71200,77,182,1,2,275,27,2708,08,08,01,2,2730,1,03,1,13,2,12000,7000,,5000,2,58988
712001031,771,71200,77,182,1,2,275,27,2708,08,08,01,2,2730,1,03,1,13,5,24000,14000,6800,16800,2,58988
712601021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,1,02,1,13,1,500000,,,500000,2,130050
712601021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,1,02,1,13,2,300000,,,300000,2,130050
712601021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,1,02,1,13,4,1600000,,,1600000,2,130050
712601021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,1,02,1,13,5,2400000,,,2400000,2,130050
712603011,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,3,01,1,13,2,250000,,,250000,2,550800
712603011,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,3,01,1,13,5,250000,,,250000,2,550800
712603021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,3,02,1,13,2,300000,,,300000,2,550800
712603021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,3,02,1,13,5,300000,,,300000,2,550800
712606021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,6,02,1,13,1,300000,,,300000,2,68850
712606021,771,71260,77,182,1,2,275,27,2709,09,36,03,2,2730,6,02,1,13,5,300000,,,300000,2,68850
712641011,771,71264,77,182,1,2,275,27,2709,09,36,06,2,2730,1,01,1,13,4,12500,,,12500,2,171500
712641011,771,71264,77,182,1,2,275,27,2709,09,36,06,2,2730,1,01,1,13,5,12500,,,12500,2,171500
712644021,771,71264,77,182,1,2,275,27,2709,09,36,06,2,2730,4,02,1,13,4,35000,,,35000,2,128625
712644021,771,71264,77,182,1,2,275,27,2709,09,36,06,2,2730,4,02,1,13,5,35000,,,35000,2,128625
712421041,771,71242,77,182,1,2,276,27,2711,11,11,01,2,2730,1,04,1,13,4,40000,,24000,64000,2,20900
712421041,771,71242,77,182,1,2,276,27,2711,11,11,01,2,2730,1,04,1,13,5,40000,,24000,64000,2,20900
712811021,771,71281,77,182,1,2,272,27,2725,25,44,05,2,2740,1,02,1,13,1,,,55000,55000,2,18400
712811021,771,71281,77,182,1,2,272,27,2725,25,44,05,2,2740,1,02,1,13,5,,,55000,55000,2,18400
712803021,771,71280,77,182,1,2,272,27,2725,25,44,02,2,2740,3,02,1,13,4,10500,5500,0,5000,2,365000
712803021,771,71280,77,182,1,2,272,27,2725,25,44,02,2,2740,3,02,1,13,5,10500,5500,0,5000,2,365000
712804021,771,71280,77,182,1,2,272,27,2725,25,44,02,2,2740,4,02,1,13,4,5000,0,0,5000,2,36500
712804021,771,71280,77,182,1,2,272,27,2725,25,44,02,2,2740,4,02,1,13,5,5000,0,0,5000,2,36500
712884021,771,71288,77,182,1,2,272,27,2725,25,44,08,2,2740,4,02,1,13,2,4000,1000,,3000,2,20500
712884021,771,71288,77,182,1,2,272,27,2725,25,44,08,2,2740,4,02,1,13,5,4000,1000,,3000,2,20500
712886011,771,71288,77,182,1,2,272,27,2725,25,44,08,2,2740,6,01,1,13,2,4000,1000,,3000,2,799500
712886011,771,71288,77,182,1,2,272,27,2725,25,44,08,2,2740,6,01,1,13,5,4000,1000,,3000,2,799500
711334021,771,71133,77,182,1,2,272,27,2725,25,44,01,2,2740,4,02,1,13,4,500,,,500,2,407000
711334021,771,71133,77,182,1,2,272,27,2725,25,44,01,2,2740,4,02,1,13,5,500,,,500,2,407000
711336021,771,71133,77,182,1,2,272,27,2725,25,44,01,2,2740,6,02,1,13,4,500,0,0,500,2,1147000
711336021,771,71133,77,182,1,2,272,27,2725,25,44,01,2,2740,6,02,1,13,5,500,0,0,500,2,1147000
711371041,771,71137,77,182,1,2,272,27,2725,25,45,11,2,2740,1,04,1,13,1,200000,60000,,140000,2,75500
711371041,771,71137,77,182,1,2,272,27,2725,25,45,11,2,2740,1,04,1,13,2,600000,,,600000,2,75500
711371041,771,71137,77,182,1,2,272,27,2725,25,45,11,2,2740,1,04,1,13,5,800000,60000,,740000,2,75500
711321011,771,71132,77,182,1,2,272,27,2725,25,45,02,2,2740,1,01,1,13,2,3000,3000,0,0,2,192050
711321011,771,71132,77,182,1,2,272,27,2725,25,45,02,2,2740,1,01,1,13,5,3000,3000,0,0,2,192050
711321021,771,71132,77,182,1,2,272,27,2725,25,45,02,2,2740,1,02,1,13,4,40000,500,0,39500,2,192050
711321021,771,71132,77,182,1,2,272,27,2725,25,45,02,2,2740,1,02,1,13,5,40000,500,0,39500,2,192050
711324031,771,71132,77,182,1,2,272,27,2725,25,45,02,2,2740,4,03,1,13,1,265000,0,0,265000,2,58450
711324031,771,71132,77,182,1,2,272,27,2725,25,45,02,2,2740,4,03,1,13,5,265000,0,0,265000,2,58450
711311021,771,71131,77,182,1,2,272,27,2725,25,45,03,2,2740,1,02,1,13,1,250000,55000,,195000,2,355800
711311021,771,71131,77,182,1,2,272,27,2725,25,45,03,2,2740,1,02,1,13,5,250000,55000,,195000,2,355800
711304021,771,71130,77,182,1,2,272,27,2725,25,45,09,2,2740,4,02,1,13,4,1400,,,1400,2,260275
711304021,771,71130,77,182,1,2,272,27,2725,25,45,09,2,2740,4,02,1,13,5,1400,,,1400,2,260275
711381031,771,71138,77,182,1,2,272,27,2725,25,45,01,2,2740,1,03,1,13,1,15000,,,15000,2,59475
711381031,771,71138,77,182,1,2,272,27,2725,25,45,01,2,2740,1,03,1,13,5,15000,,,15000,2,59475
711383021,771,71138,77,182,1,2,272,27,2725,25,45,01,2,2740,3,02,1,13,2,112000,0,0,112000,2,273144
711383021,771,71138,77,182,1,2,272,27,2725,25,45,01,2,2740,3,02,1,13,5,112000,0,0,112000,2,273144
711383071,771,71138,77,182,1,2,272,27,2725,25,45,01,2,2740,3,07,1,13,2,20000,20000,0,0,2,273144
711383071,771,71138,77,182,1,2,272,27,2725,25,45,01,2,2740,3,07,1,13,5,20000,20000,0,0,2,273144
711531021,771,71153,77,182,1,2,272,27,2725,25,45,06,2,2740,1,02,1,13,2,150000,,,150000,2,45000
711531021,771,71153,77,182,1,2,272,27,2725,25,45,06,2,2740,1,02,1,13,5,150000,,,150000,2,45000
711555011,771,71155,77,182,1,2,272,27,2725,25,45,05,2,2740,5,01,1,13,4,40000,,,40000,2,24550
711555011,771,71155,77,182,1,2,272,27,2725,25,45,05,2,2740,5,01,1,13,5,40000,,,40000,2,24550
711521011,771,71152,77,182,1,2,272,27,2725,25,45,04,2,2740,1,01,1,13,2,600000,500000,100000,200000,2,26750
711521011,771,71152,77,182,1,2,272,27,2725,25,45,04,2,2740,1,01,1,13,5,600000,500000,100000,200000,2,26750
711541041,771,71154,77,182,1,2,272,27,2725,25,25,02,2,2740,1,04,1,13,1,350000,180000,,170000,2,224800
711541041,771,71154,77,182,1,2,272,27,2725,25,25,02,2,2740,1,04,1,13,5,350000,180000,,170000,2,224800
711721011,771,71172,77,182,1,2,272,27,2730,30,30,02,2,2742,1,01,1,13,4,8000,0,1000,9000,2,134200
711721011,771,71172,77,182,1,2,272,27,2730,30,30,02,2,2742,1,01,1,13,5,8000,0,1000,9000,2,134200
711722011,771,71172,77,182,1,2,272,27,2730,30,30,02,2,2742,2,01,1,13,4,5000,0,500,5500,2,36600
711722011,771,71172,77,182,1,2,272,27,2730,30,30,02,2,2742,2,01,1,13,5,5000,0,500,5500,2,36600
711724021,771,71172,77,182,1,2,272,27,2730,30,30,02,2,2742,4,02,1,13,4,5000,1000,0,4000,2,231800
711724021,771,71172,77,182,1,2,272,27,2730,30,30,02,2,2742,4,02,1,13,5,5000,1000,0,4000,2,231800
711713021,771,71171,77,182,1,2,272,27,2730,30,30,01,2,2742,3,02,1,13,4,10000,,1000,11000,2,148250
711713021,771,71171,77,182,1,2,272,27,2730,30,30,01,2,2742,3,02,1,13,5,10000,,1000,11000,2,148250
711706011,771,71170,77,182,1,2,272,27,2730,30,30,04,2,2742,6,01,1,13,1,110000,8500,,101500,2,212400
711706011,771,71170,77,182,1,2,272,27,2730,30,30,04,2,2742,6,01,1,13,5,110000,8500,,101500,2,212400
711743021,771,71174,77,182,1,2,272,27,2730,30,30,06,2,2742,3,02,1,13,1,120000,65000,,55000,2,94125
711743021,771,71174,77,182,1,2,272,27,2730,30,30,06,2,2742,3,02,1,13,5,120000,65000,,55000,2,94125
711782011,771,71178,77,182,1,2,272,27,2730,30,30,03,2,2742,2,01,1,13,3,45430,1250,,44180,2,21100
711782011,771,71178,77,182,1,2,272,27,2730,30,30,03,2,2742,2,01,1,13,5,45430,1250,,44180,2,21100
711951021,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,1,02,1,13,4,500,,,500,2,28050
711951021,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,1,02,1,13,5,500,,,500,2,28050
711951031,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,1,03,1,13,4,500,,,500,2,28050
711951031,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,1,03,1,13,5,500,,,500,2,28050
711951041,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,1,04,1,13,4,1500,,,1500,2,28050
711951041,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,1,04,1,13,5,1500,,,1500,2,28050
711953021,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,3,02,1,13,4,500,,,500,2,102850
711953021,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,3,02,1,13,5,500,,,500,2,102850
711954011,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,4,01,1,13,4,500,,,500,2,420750
711954011,771,71195,77,182,1,2,272,27,2731,31,31,02,2,2740,4,01,1,13,5,500,,,500,2,420750
711993011,771,71199,77,182,1,2,271,27,2733,33,33,01,2,2741,3,01,1,13,1,150000,24000,0,126000,2,10250
711993011,771,71199,77,182,1,2,271,27,2733,33,33,01,2,2741,3,01,1,13,5,150000,24000,0,126000,2,10250
711904071,771,71190,77,182,1,2,272,27,2734,34,34,01,2,2741,4,07,1,13,2,50000,4000,15000,61000,2,102083
711904071,771,71190,77,182,1,2,272,27,2734,34,34,01,2,2741,4,07,1,13,5,50000,4000,15000,61000,2,102083
710241021,771,71024,77,182,1,2,281,28,2803,03,14,03,1,2822,1,02,1,13,1,5000,0,0,5000,2,164775
710241021,771,71024,77,182,1,2,281,28,2803,03,14,03,1,2822,1,02,1,13,2,7000,0,0,7000,2,164775
710241021,771,71024,77,182,1,2,281,28,2803,03,14,03,1,2822,1,02,1,13,5,12000,0,0,12000,2,164775
710241031,771,71024,77,182,1,2,281,28,2803,03,14,03,1,2822,1,03,1,13,1,3000000,0,0,3000000,2,164775
710241031,771,71024,77,182,1,2,281,28,2803,03,14,03,1,2822,1,03,1,13,2,600000,0,0,600000,2,164775
710241031,771,71024,77,182,1,2,281,28,2803,03,14,03,1,2822,1,03,1,13,5,3600000,0,0,3600000,2,164775
710142021,771,71014,77,182,1,2,281,28,2804,04,04,02,1,2821,2,02,1,13,2,50000,0,0,50000,2,23600
710142021,771,71014,77,182,1,2,281,28,2804,04,04,02,1,2821,2,02,1,13,5,50000,0,0,50000,2,23600
710824051,771,71082,77,182,1,2,282,28,2809,09,09,03,2,2814,4,05,1,13,2,321500,,,321500,2,85283
710824051,771,71082,77,182,1,2,282,28,2809,09,09,03,2,2814,4,05,1,13,5,321500,,,321500,2,85283
716331011,771,71633,77,182,1,2,283,28,2810,10,10,01,2,2810,1,01,1,13,1,275000,50000,0,225000,2,192075
716331011,771,71633,77,182,1,2,283,28,2810,10,10,01,2,2810,1,01,1,13,5,275000,50000,0,225000,2,192075
716213011,771,71621,77,182,1,2,281,28,2805,05,05,01,2,2820,3,01,1,13,2,15000,,,15000,2,556700
716213011,771,71621,77,182,1,2,281,28,2805,05,05,01,2,2820,3,01,1,13,5,15000,,,15000,2,556700
716281011,771,71628,77,182,1,2,282,28,2806,06,15,02,2,2820,1,01,1,13,2,100000,,,100000,2,337500
716281011,771,71628,77,182,1,2,282,28,2806,06,15,02,2,2820,1,01,1,13,5,100000,,,100000,2,337500
716282011,771,71628,77,182,1,2,282,28,2806,06,15,02,2,2820,2,01,1,13,2,200000,250000,,-50000,2,135000
716282011,771,71628,77,182,1,2,282,28,2806,06,15,02,2,2820,2,01,1,13,5,200000,250000,,-50000,2,135000
718311011,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,1,01,1,13,4,5000,0,0,5000,2,131963
718311011,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,1,01,1,13,5,5000,0,0,5000,2,131963
718311021,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,1,02,1,13,4,2200,0,0,2200,2,131963
718311021,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,1,02,1,13,5,2200,0,0,2200,2,131963
718314011,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,4,01,1,13,4,1500,0,0,1500,2,39100
718314011,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,4,01,1,13,5,1500,0,0,1500,2,39100
718314021,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,4,02,1,13,4,2200,0,0,2200,2,39100
718314021,771,71831,77,182,1,2,291,29,2915,15,15,01,1,2911,4,02,1,13,5,2200,0,0,2200,2,39100
718701031,771,71870,77,182,1,2,293,29,2918,18,31,41,1,2910,1,03,1,13,1,150000,24000,0,126000,2,50417
718701031,771,71870,77,182,1,2,293,29,2918,18,31,41,1,2910,1,03,1,13,5,150000,24000,0,126000,2,50417
718933011,771,71893,77,182,1,2,293,29,2918,18,31,12,1,2910,3,01,1,13,1,65000,,,65000,2,947625
718933011,771,71893,77,182,1,2,293,29,2918,18,31,12,1,2910,3,01,1,13,5,65000,,,65000,2,947625
718234031,771,71823,77,182,1,2,293,29,2918,18,31,22,1,2910,4,03,1,13,1,90000,40000,0,50000,2,20550
718234031,771,71823,77,182,1,2,293,29,2918,18,31,22,1,2910,4,03,1,13,5,90000,40000,0,50000,2,20550
