HHID,SchID,FSU_Slno,Round,Schedule,Sample,Sector,NSS_Region,State,State_District,District,Stratum,SubStratumNo,SubRound,FODSubRegion,SSS,hh_no,visitNo,Level,b11cq1,b11cq3,NSC,MLT
751521022,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,1,02,2,18,7,35000,2,47200
751522012,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,2,01,2,18,1,70000,2,23600
751522012,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,2,01,2,18,7,70000,2,23600
751523012,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,3,01,2,18,1,20000,2,554600
751523012,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,3,01,2,18,4,1500,2,554600
751523012,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,3,01,2,18,7,21500,2,554600
751526032,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,6,03,2,18,1,10000,2,53100
751526032,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,6,03,2,18,7,10000,2,53100
751526052,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,6,05,2,18,1,9000,2,53100
751526052,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,6,05,2,18,7,9000,2,53100
751526062,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,6,06,2,18,1,21000,2,53100
751526062,771,75152,77,182,1,2,091,09,0903,03,03,01,1,0931,6,06,2,18,7,21000,2,53100
751513012,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,3,01,2,18,4,18200,2,10550
751513012,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,3,01,2,18,7,18200,2,10550
751513022,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,3,02,2,18,4,1400,2,10550
751513022,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,3,02,2,18,7,1400,2,10550
751514032,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,4,03,2,18,4,1600,2,59783
751514032,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,4,03,2,18,7,1600,2,59783
751516012,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,6,01,2,18,4,17700,2,269025
751516012,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,6,01,2,18,7,17700,2,269025
751516022,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,6,02,2,18,4,900,2,269025
751516022,771,75151,77,182,1,2,091,09,0903,03,03,04,1,0931,6,02,2,18,7,900,2,269025
751503012,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,3,01,2,18,4,800,2,14150
751503012,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,3,01,2,18,7,800,2,14150
751503022,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,3,02,2,18,4,4000,2,14150
751503022,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,3,02,2,18,7,4000,2,14150
751504012,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,4,01,2,18,4,700,2,21225
751504012,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,4,01,2,18,7,700,2,21225
751505032,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,5,03,2,18,4,1500,2,14150
751505032,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,5,03,2,18,7,1500,2,14150
751505042,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,5,04,2,18,4,700,2,14150
751505042,771,75150,77,182,1,2,091,09,0903,03,03,03,1,0931,5,04,2,18,7,700,2,14150
751563012,771,75156,77,182,1,2,091,09,0903,03,03,02,1,0931,3,01,2,18,1,20000,2,17250
751563012,771,75156,77,182,1,2,091,09,0903,03,03,02,1,0931,3,01,2,18,7,20000,2,17250
751541012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,01,2,18,1,3500,2,70000
751541012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,01,2,18,4,2800,2,70000
751541012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,01,2,18,7,6300,2,70000
751541022,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,02,2,18,1,3400,2,70000
751541022,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,02,2,18,4,7000,2,70000
751541022,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,02,2,18,7,10400,2,70000
751541032,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,03,2,18,1,1300,2,70000
751541032,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,03,2,18,2,330,2,70000
751541032,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,03,2,18,4,1200,2,70000
751541032,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,1,03,2,18,7,2830,2,70000
751543012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,3,01,2,18,1,2500,2,288750
751543012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,3,01,2,18,4,7000,2,288750
751543012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,3,01,2,18,7,9500,2,288750
751544012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,4,01,2,18,1,1000,2,8750
751544012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,4,01,2,18,4,1000,2,8750
751544012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,4,01,2,18,7,2000,2,8750
751544032,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,4,03,2,18,4,1300,2,8750
751544032,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,4,03,2,18,7,1300,2,8750
751545012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,5,01,2,18,1,1200,2,8750
751545012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,5,01,2,18,7,1200,2,8750
751546012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,6,01,2,18,1,1100,2,131250
751546012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,6,01,2,18,4,1200,2,131250
751546012,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,6,01,2,18,7,2300,2,131250
751546022,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,6,02,2,18,1,3500,2,131250
751546022,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,6,02,2,18,4,1000,2,131250
751546022,771,75154,77,182,1,2,091,09,0904,04,04,07,1,0931,6,02,2,18,7,4500,2,131250
751581012,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,1,01,2,18,4,1200,2,12733
751581012,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,1,01,2,18,7,1200,2,12733
751581022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,1,02,2,18,4,1000,2,12733
751581022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,1,02,2,18,7,1000,2,12733
751581032,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,1,03,2,18,4,800,2,12733
751581032,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,1,03,2,18,7,800,2,12733
751582012,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,2,01,2,18,1,1000,2,9550
751582012,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,2,01,2,18,4,1000,2,9550
751582012,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,2,01,2,18,7,2000,2,9550
751583012,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,3,01,2,18,4,3000,2,114600
751583012,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,3,01,2,18,7,3000,2,114600
751583022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,3,02,2,18,4,800,2,114600
751583022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,3,02,2,18,7,800,2,114600
751584022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,4,02,2,18,4,800,2,76400
751584022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,4,02,2,18,7,800,2,76400
751585022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,5,02,2,18,4,800,2,81175
751585022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,5,02,2,18,7,800,2,81175
751586022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,6,02,2,18,4,1000,2,711475
751586022,771,75158,77,182,1,2,091,09,0904,04,04,05,1,0931,6,02,2,18,7,1000,2,711475
751731012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,1,01,2,18,4,800,2,7950
751731012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,1,01,2,18,7,800,2,7950
751733012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,3,01,2,18,4,2400,2,52470
751733012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,3,01,2,18,7,2400,2,52470
751733032,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,3,03,2,18,4,800,2,52470
751733032,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,3,03,2,18,7,800,2,52470
751733042,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,3,04,2,18,4,800,2,52470
751733042,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,3,04,2,18,7,800,2,52470
751734012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,4,01,2,18,4,1600,2,19875
751734012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,4,01,2,18,7,1600,2,19875
751734022,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,4,02,2,18,4,1000,2,19875
751734022,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,4,02,2,18,7,1000,2,19875
751735012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,5,01,2,18,4,800,2,15900
751735012,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,5,01,2,18,7,800,2,15900
751736022,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,6,02,2,18,4,1200,2,1407150
751736022,771,75173,77,182,1,2,091,09,0904,04,04,06,1,0931,6,02,2,18,7,1200,2,1407150
751751012,771,75175,77,182,1,2,091,09,0904,04,04,04,1,0931,1,01,2,18,4,25000,2,11550
751751012,771,75175,77,182,1,2,091,09,0904,04,04,04,1,0931,1,01,2,18,7,25000,2,11550
751771012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,01,2,18,1,36000,2,87633
751771012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,01,2,18,3,25000,2,87633
751771012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,01,2,18,4,30000,2,87633
751771012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,01,2,18,7,91000,2,87633
751771022,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,02,2,18,4,55000,2,87633
751771022,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,02,2,18,7,55000,2,87633
751771032,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,03,2,18,2,4500,2,87633
751771032,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,03,2,18,4,18000,2,87633
751771032,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,1,03,2,18,7,22500,2,87633
751772012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,2,01,2,18,4,6500,2,23900
751772012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,2,01,2,18,7,6500,2,23900
751773012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,3,01,2,18,2,32000,2,382400
751773012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,3,01,2,18,4,5000,2,382400
751773012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,3,01,2,18,7,37000,2,382400
751773022,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,3,02,2,18,2,6534,2,382400
751773022,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,3,02,2,18,7,6534,2,382400
751774012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,4,01,2,18,2,6200,2,47800
751774012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,4,01,2,18,7,6200,2,47800
751774022,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,4,02,2,18,2,6600,2,47800
751774022,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,4,02,2,18,7,6600,2,47800
751775012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,5,01,2,18,4,7000,2,406300
751775012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,5,01,2,18,7,7000,2,406300
751776012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,6,01,2,18,2,3000,2,884300
751776012,771,75177,77,182,1,2,091,09,0904,04,04,01,1,0931,6,01,2,18,7,3000,2,884300
751793012,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,01,2,18,4,8500,2,13850
751793012,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,01,2,18,7,8500,2,13850
751793022,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,02,2,18,4,800,2,13850
751793022,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,02,2,18,7,800,2,13850
751793032,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,03,2,18,4,500,2,13850
751793032,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,03,2,18,7,500,2,13850
751793042,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,04,2,18,4,15000,2,13850
751793042,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,04,2,18,7,15000,2,13850
751793052,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,05,2,18,4,1250,2,13850
751793052,771,75179,77,182,1,2,091,09,0904,04,04,03,1,0931,3,05,2,18,7,1250,2,13850
751724012,771,75172,77,182,1,2,091,09,0904,04,04,02,1,0931,4,01,2,18,2,2400,2,16650
751724012,771,75172,77,182,1,2,091,09,0904,04,04,02,1,0931,4,01,2,18,7,2400,2,16650
751711022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,1,02,2,18,1,1120,2,13300
751711022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,1,02,2,18,3,1350,2,13300
751711022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,1,02,2,18,7,2470,2,13300
751713012,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,3,01,2,18,4,1200,2,13300
751713012,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,3,01,2,18,7,1200,2,13300
751714022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,4,02,2,18,4,1200,2,83125
751714022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,4,02,2,18,7,1200,2,83125
751715012,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,5,01,2,18,4,1250,2,99750
751715012,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,5,01,2,18,7,1250,2,99750
751715022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,5,02,2,18,4,1200,2,99750
751715022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,5,02,2,18,7,1200,2,99750
751716022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,6,02,2,18,4,1300,2,452200
751716022,771,75171,77,182,1,2,091,09,0905,05,05,02,1,0931,6,02,2,18,7,1300,2,452200
751701012,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,1,01,2,18,2,5400,2,8850
751701012,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,1,01,2,18,4,650,2,8850
751701012,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,1,01,2,18,7,6050,2,8850
751701022,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,1,02,2,18,2,25000,2,8850
751701022,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,1,02,2,18,7,25000,2,8850
751703012,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,3,01,2,18,4,700,2,35400
751703012,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,3,01,2,18,7,700,2,35400
751704022,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,4,02,2,18,4,950,2,30975
751704022,771,75170,77,182,1,2,091,09,0905,05,05,03,1,0931,4,02,2,18,7,950,2,30975
751763012,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,3,01,2,18,4,1800,2,20100
751763012,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,3,01,2,18,7,1800,2,20100
751763022,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,3,02,2,18,4,9500,2,20100
751763022,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,3,02,2,18,7,9500,2,20100
751763042,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,3,04,2,18,4,10500,2,20100
751763042,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,3,04,2,18,7,10500,2,20100
751765012,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,5,01,2,18,4,800,2,55275
751765012,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,5,01,2,18,7,800,2,55275
751766012,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,6,01,2,18,4,850,2,623100
751766012,771,75176,77,182,1,2,091,09,0905,05,05,01,1,0931,6,01,2,18,7,850,2,623100
751743012,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,01,2,18,4,700,2,104340
751743012,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,01,2,18,7,700,2,104340
751743042,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,04,2,18,1,5000,2,104340
751743042,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,04,2,18,4,12000,2,104340
751743042,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,04,2,18,7,17000,2,104340
751743052,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,05,2,18,1,8000,2,104340
751743052,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,05,2,18,4,10000,2,104340
751743052,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,3,05,2,18,7,18000,2,104340
751744012,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,4,01,2,18,1,6000,2,11100
751744012,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,4,01,2,18,4,1200,2,11100
751744012,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,4,01,2,18,7,7200,2,11100
751745022,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,5,02,2,18,1,700,2,72150
751745022,771,75174,77,182,1,2,092,09,0906,06,06,02,1,0931,5,02,2,18,7,700,2,72150
751781012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,1,01,2,18,4,1500,2,39800
751781012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,1,01,2,18,7,1500,2,39800
751781022,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,1,02,2,18,4,1300,2,39800
751781022,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,1,02,2,18,7,1300,2,39800
751781032,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,1,03,2,18,4,1700,2,39800
751781032,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,1,03,2,18,7,1700,2,39800
751782012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,2,01,2,18,4,1200,2,19900
751782012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,2,01,2,18,7,1200,2,19900
751783012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,3,01,2,18,4,1700,2,338300
751783012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,3,01,2,18,7,1700,2,338300
751783022,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,3,02,2,18,4,1000,2,338300
751783022,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,3,02,2,18,7,1000,2,338300
751784012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,4,01,2,18,1,3000,2,139300
751784012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,4,01,2,18,7,3000,2,139300
751785012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,5,01,2,18,4,1000,2,258700
751785012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,5,01,2,18,7,1000,2,258700
751785022,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,5,02,2,18,1,700,2,258700
751785022,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,5,02,2,18,7,700,2,258700
751786012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,6,01,2,18,4,1200,2,2079550
751786012,771,75178,77,182,1,2,092,09,0906,06,06,01,1,0931,6,01,2,18,7,1200,2,2079550
751933022,771,75193,77,182,1,2,095,09,0918,18,18,02,1,0930,3,02,2,18,4,7500,2,13750
751933022,771,75193,77,182,1,2,095,09,0918,18,18,02,1,0930,3,02,2,18,7,7500,2,13750
751934042,771,75193,77,182,1,2,095,09,0918,18,18,02,1,0930,4,04,2,18,4,1700,2,96250
751934042,771,75193,77,182,1,2,095,09,0918,18,18,02,1,0930,4,04,2,18,7,1700,2,96250
751953012,771,75195,77,182,1,2,095,09,0918,18,18,01,1,0930,3,01,2,18,4,2400,2,21850
751953012,771,75195,77,182,1,2,095,09,0918,18,18,01,1,0930,3,01,2,18,7,2400,2,21850
751954012,771,75195,77,182,1,2,095,09,0918,18,18,01,1,0930,4,01,2,18,4,2500,2,43700
751954012,771,75195,77,182,1,2,095,09,0918,18,18,01,1,0930,4,01,2,18,7,2500,2,43700
751991012,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,1,01,2,18,4,2800,2,20600
751991012,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,1,01,2,18,7,2800,2,20600
751992012,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,2,01,2,18,4,1200,2,27467
751992012,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,2,01,2,18,7,1200,2,27467
751992032,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,2,03,2,18,2,200000,2,27467
751992032,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,2,03,2,18,7,200000,2,27467
751996022,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,6,02,2,18,4,3800,2,123600
751996022,771,75199,77,182,1,2,095,09,0919,19,19,02,1,0930,6,02,2,18,7,3800,2,123600
751923012,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,3,01,2,18,2,5127,2,14000
751923012,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,3,01,2,18,7,5127,2,14000
751924022,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,4,02,2,18,4,950,2,42000
751924022,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,4,02,2,18,7,950,2,42000
751924072,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,4,07,2,18,4,1200,2,42000
751924072,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,4,07,2,18,7,1200,2,42000
751925022,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,5,02,2,18,4,2300,2,112000
751925022,771,75192,77,182,1,2,095,09,0919,19,19,04,1,0930,5,02,2,18,7,2300,2,112000
751901022,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,1,02,2,18,4,840,2,59500
751901022,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,1,02,2,18,7,840,2,59500
751903022,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,3,02,2,18,1,28500,2,467500
751903022,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,3,02,2,18,4,99450,2,467500
751903022,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,3,02,2,18,7,127950,2,467500
751904012,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,4,01,2,18,1,12,2,17000
751904012,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,4,01,2,18,4,24500,2,17000
751904012,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,4,01,2,18,7,24512,2,17000
751904022,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,4,02,2,18,4,900,2,17000
751904022,771,75190,77,182,1,2,095,09,0919,19,19,03,1,0930,4,02,2,18,7,900,2,17000
751963022,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,3,02,2,18,4,670,2,17025
751963022,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,3,02,2,18,7,670,2,17025
751963052,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,3,05,2,18,4,1470,2,17025
751963052,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,3,05,2,18,7,1470,2,17025
751963062,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,3,06,2,18,4,650,2,17025
751963062,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,3,06,2,18,7,650,2,17025
751964012,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,4,01,2,18,4,560,2,28375
751964012,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,4,01,2,18,7,560,2,28375
751964022,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,4,02,2,18,4,1260,2,28375
751964022,771,75196,77,182,1,2,095,09,0919,19,19,06,1,0930,4,02,2,18,7,1260,2,28375
751941012,771,75194,77,182,1,2,095,09,0919,19,19,01,1,0930,1,01,2,18,4,1700,2,30100
751941012,771,75194,77,182,1,2,095,09,0919,19,19,01,1,0930,1,01,2,18,7,1700,2,30100
751946012,771,75194,77,182,1,2,095,09,0919,19,19,01,1,0930,6,01,2,18,4,1450,2,1535100
751946012,771,75194,77,182,1,2,095,09,0919,19,19,01,1,0930,6,01,2,18,7,1450,2,1535100
751981012,771,75198,77,182,1,2,095,09,0919,19,19,05,1,0930,1,01,2,18,4,770,2,23300
751981012,771,75198,77,182,1,2,095,09,0919,19,19,05,1,0930,1,01,2,18,7,770,2,23300
751983012,771,75198,77,182,1,2,095,09,0919,19,19,05,1,0930,3,01,2,18,4,760,2,46600
751983012,771,75198,77,182,1,2,095,09,0919,19,19,05,1,0930,3,01,2,18,7,760,2,46600
751231012,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,1,01,2,18,4,1400,2,34825
751231012,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,1,01,2,18,7,1400,2,34825
751231022,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,1,02,2,18,4,850,2,34825
751231022,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,1,02,2,18,7,850,2,34825
751232022,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,2,02,2,18,1,330,2,14925
751232022,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,2,02,2,18,4,1400,2,14925
751232022,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,2,02,2,18,7,1730,2,14925
751233012,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,3,01,2,18,1,3345,2,213925
751233012,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,3,01,2,18,7,3345,2,213925
751233022,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,3,02,2,18,4,1250,2,213925
751233022,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,3,02,2,18,7,1250,2,213925
751234012,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,4,01,2,18,4,900,2,64675
751234012,771,75123,77,182,1,2,095,09,0920,20,20,02,1,0930,4,01,2,18,7,900,2,64675
